review_id,product_category,product_name,user_id,review_title,review_text,rating,verified_purchase,helpful_votes,sentiment
545,Fashion,Jeans,U6533,Not good,"The Jeans works okay, but could be better.",3,No,4,Neutral
546,Books,Biography,U3567,Okay,Exceeded my expectations! Great Biography.,1,Yes,9,Negative
547,Books,Children's Story,U7301,Great!,Exceeded my expectations! Great Children's Story.,4,No,19,Positive
548,Books,Fiction Novel,U2914,Great!,I use this Fiction Novel every day and it’s fantastic.,4,No,20,Positive
549,Home & Kitchen,Microwave Oven,U8081,Great!,"Not worth the money, poor quality Microwave Oven.",5,No,50,Positive
550,Beauty,Face Cream,U5543,Loved it,"The Face Cream is amazing, I love it!",3,Yes,12,Neutral
551,Home & Kitchen,Vacuum Cleaner,U5711,Loved it,The Vacuum Cleaner stopped working after a week.,2,Yes,4,Negative
552,Home & Kitchen,Vacuum Cleaner,U5637,Great!,Really disappointed with the Vacuum Cleaner.,2,Yes,3,Negative
553,Books,Biography,U6763,Great!,"The Biography is amazing, I love it!",1,No,24,Negative
554,Electronics,Wireless Headphones,U1666,Okay,The Wireless Headphones stopped working after a week.,4,No,6,Positive
555,Beauty,Hair Dryer,U2339,Great!,"The Hair Dryer works okay, but could be better.",1,Yes,4,Negative
556,Home & Kitchen,Vacuum Cleaner,U1515,Great!,"The Vacuum Cleaner works okay, but could be better.",5,Yes,2,Positive
557,Beauty,Perfume,U5269,Okay,I use this Perfume every day and it’s fantastic.,1,No,8,Negative
558,Fashion,Handbag,U9685,Terrible,"The Handbag is amazing, I love it!",2,No,4,Negative
559,Books,Fiction Novel,U3376,Okay,"Not worth the money, poor quality Fiction Novel.",5,No,9,Positive
560,Fashion,Handbag,U7250,Okay,Decent Handbag for the price point.,5,No,31,Positive
561,Electronics,Laptop,U6854,Not good,The Laptop stopped working after a week.,5,No,12,Positive
562,Electronics,Bluetooth Speaker,U9433,Great!,Exceeded my expectations! Great Bluetooth Speaker.,5,No,35,Positive
563,Books,Children's Story,U8310,Great!,Really disappointed with the Children's Story.,5,No,16,Positive
564,Fashion,Handbag,U6631,Terrible,Really disappointed with the Handbag.,2,No,32,Negative
565,Beauty,Lipstick,U1766,Terrible,"The Lipstick works okay, but could be better.",3,No,42,Neutral
566,Books,Biography,U3787,Okay,Exceeded my expectations! Great Biography.,1,Yes,36,Negative
567,Beauty,Shampoo,U9556,Great!,The Shampoo stopped working after a week.,2,Yes,32,Negative
568,Home & Kitchen,Vacuum Cleaner,U8355,Loved it,I use this Vacuum Cleaner every day and it’s fantastic.,4,No,1,Positive
569,Fashion,Jacket,U8811,Not good,"The Jacket works okay, but could be better.",4,No,45,Positive
570,Electronics,Bluetooth Speaker,U8330,Okay,Decent Bluetooth Speaker for the price point.,2,No,35,Negative
571,Fashion,Handbag,U1841,Loved it,The Handbag stopped working after a week.,3,No,5,Neutral
572,Electronics,Wireless Headphones,U8703,Okay,The Wireless Headphones stopped working after a week.,3,No,48,Neutral
573,Books,Children's Story,U4327,Great!,"The Children's Story is amazing, I love it!",3,No,14,Neutral
574,Home & Kitchen,Blender,U7457,Loved it,Exceeded my expectations! Great Blender.,2,Yes,31,Negative
575,Electronics,Smartphone,U2854,Terrible,The Smartphone stopped working after a week.,1,Yes,47,Negative
576,Home & Kitchen,Coffee Maker,U8507,Terrible,"The Coffee Maker is amazing, I love it!",3,Yes,14,Neutral
577,Home & Kitchen,Blender,U4535,Great!,Exceeded my expectations! Great Blender.,5,Yes,23,Positive
578,Books,Biography,U6238,Great!,"The Biography works okay, but could be better.",1,Yes,39,Negative
579,Home & Kitchen,Blender,U1473,Great!,Exceeded my expectations! Great Blender.,3,No,7,Neutral
580,Home & Kitchen,Microwave Oven,U1501,Not good,"Not worth the money, poor quality Microwave Oven.",1,Yes,4,Negative
581,Beauty,Face Cream,U5344,Not good,The Face Cream stopped working after a week.,1,No,27,Negative
582,Electronics,Wireless Headphones,U4970,Not good,"Not worth the money, poor quality Wireless Headphones.",5,No,4,Positive
583,Fashion,Jacket,U5822,Loved it,The Jacket stopped working after a week.,2,No,30,Negative
584,Books,Self-help Book,U4879,Terrible,Really disappointed with the Self-help Book.,2,No,34,Negative
585,Fashion,Jacket,U3366,Not good,"The Jacket is amazing, I love it!",4,Yes,46,Positive
586,Electronics,Smartwatch,U5991,Okay,"The Smartwatch is amazing, I love it!",3,No,9,Neutral
587,Fashion,Jacket,U2368,Not good,Decent Jacket for the price point.,4,No,0,Positive
588,Home & Kitchen,Air Fryer,U5649,Loved it,"The Air Fryer is amazing, I love it!",4,No,26,Positive
589,Electronics,Wireless Headphones,U6990,Great!,The Wireless Headphones stopped working after a week.,1,No,46,Negative
590,Fashion,Jacket,U4220,Loved it,The Jacket stopped working after a week.,4,Yes,31,Positive
591,Beauty,Perfume,U2197,Terrible,"The Perfume works okay, but could be better.",2,Yes,7,Negative
592,Home & Kitchen,Blender,U3609,Loved it,Exceeded my expectations! Great Blender.,4,No,22,Positive
593,Books,Self-help Book,U3916,Terrible,"The Self-help Book works okay, but could be better.",4,Yes,25,Positive
594,Books,Cookbook,U2068,Okay,Decent Cookbook for the price point.,5,Yes,49,Positive
595,Fashion,Jacket,U6443,Okay,"The Jacket is amazing, I love it!",2,No,19,Negative
596,Electronics,Wireless Headphones,U9361,Great!,"The Wireless Headphones is amazing, I love it!",3,Yes,1,Neutral
597,Home & Kitchen,Microwave Oven,U5355,Terrible,Exceeded my expectations! Great Microwave Oven.,1,No,22,Negative
598,Electronics,Bluetooth Speaker,U7735,Terrible,"The Bluetooth Speaker works okay, but could be better.",1,Yes,39,Negative
599,Beauty,Face Cream,U9230,Okay,"The Face Cream is amazing, I love it!",1,Yes,32,Negative
600,Beauty,Hair Dryer,U5463,Loved it,I use this Hair Dryer every day and it’s fantastic.,2,Yes,0,Negative
601,Home & Kitchen,Coffee Maker,U1129,Not good,"The Coffee Maker is amazing, I love it!",3,No,7,Neutral
602,Books,Self-help Book,U5079,Great!,"The Self-help Book works okay, but could be better.",1,Yes,21,Negative
603,Books,Cookbook,U2896,Okay,"The Cookbook is amazing, I love it!",2,Yes,17,Negative
604,Electronics,Smartwatch,U6360,Loved it,Really disappointed with the Smartwatch.,3,No,18,Neutral
605,Home & Kitchen,Air Fryer,U1013,Terrible,Exceeded my expectations! Great Air Fryer.,4,Yes,25,Positive
606,Fashion,Sneakers,U2751,Great!,The Sneakers stopped working after a week.,1,Yes,21,Negative
607,Books,Cookbook,U8095,Not good,The Cookbook stopped working after a week.,2,Yes,47,Negative
608,Electronics,Bluetooth Speaker,U2144,Great!,I use this Bluetooth Speaker every day and it’s fantastic.,1,No,30,Negative
609,Electronics,Wireless Headphones,U6567,Great!,Really disappointed with the Wireless Headphones.,2,Yes,35,Negative
610,Electronics,Smartphone,U8656,Loved it,The Smartphone stopped working after a week.,5,No,18,Positive
611,Fashion,Jeans,U6735,Okay,Really disappointed with the Jeans.,1,No,25,Negative
612,Electronics,Bluetooth Speaker,U1348,Not good,The Bluetooth Speaker stopped working after a week.,1,No,5,Negative
613,Beauty,Face Cream,U1587,Okay,Really disappointed with the Face Cream.,4,Yes,23,Positive
614,Fashion,Jacket,U4897,Terrible,"Not worth the money, poor quality Jacket.",3,No,17,Neutral
615,Fashion,Jacket,U7721,Okay,"The Jacket works okay, but could be better.",5,No,26,Positive
616,Books,Fiction Novel,U5082,Loved it,Decent Fiction Novel for the price point.,2,No,24,Negative
617,Beauty,Lipstick,U7831,Loved it,"The Lipstick works okay, but could be better.",5,Yes,31,Positive
618,Books,Biography,U2041,Loved it,"The Biography works okay, but could be better.",3,No,47,Neutral
619,Books,Cookbook,U4531,Okay,The Cookbook stopped working after a week.,5,No,50,Positive
620,Fashion,Jeans,U3734,Great!,Exceeded my expectations! Great Jeans.,3,No,41,Neutral
621,Beauty,Lipstick,U2453,Okay,"The Lipstick works okay, but could be better.",1,Yes,1,Negative
622,Home & Kitchen,Air Fryer,U9119,Not good,Exceeded my expectations! Great Air Fryer.,2,No,1,Negative
623,Home & Kitchen,Vacuum Cleaner,U1959,Loved it,"Not worth the money, poor quality Vacuum Cleaner.",2,Yes,37,Negative
624,Fashion,Sneakers,U9451,Not good,"The Sneakers is amazing, I love it!",1,Yes,10,Negative
625,Beauty,Shampoo,U8500,Terrible,"The Shampoo is amazing, I love it!",5,No,8,Positive
626,Fashion,Jeans,U7371,Not good,"The Jeans is amazing, I love it!",3,Yes,36,Neutral
627,Beauty,Lipstick,U4677,Loved it,The Lipstick stopped working after a week.,1,Yes,28,Negative
628,Fashion,Handbag,U8619,Okay,"The Handbag works okay, but could be better.",1,Yes,50,Negative
629,Beauty,Perfume,U3722,Loved it,Decent Perfume for the price point.,5,Yes,38,Positive
630,Books,Cookbook,U1598,Terrible,Really disappointed with the Cookbook.,1,No,43,Negative
631,Books,Biography,U3155,Terrible,"The Biography is amazing, I love it!",2,Yes,35,Negative
632,Fashion,Sneakers,U7857,Okay,Really disappointed with the Sneakers.,3,Yes,9,Neutral
633,Electronics,Smartwatch,U1426,Loved it,The Smartwatch stopped working after a week.,5,Yes,49,Positive
634,Home & Kitchen,Coffee Maker,U8693,Okay,"Not worth the money, poor quality Coffee Maker.",2,No,47,Negative
635,Electronics,Bluetooth Speaker,U7041,Okay,"The Bluetooth Speaker is amazing, I love it!",4,Yes,7,Positive
636,Fashion,Jeans,U1825,Not good,Really disappointed with the Jeans.,4,No,47,Positive
637,Beauty,Face Cream,U7796,Great!,The Face Cream stopped working after a week.,1,Yes,13,Negative
638,Beauty,Face Cream,U4247,Okay,"The Face Cream works okay, but could be better.",2,No,35,Negative
639,Books,Biography,U9212,Great!,"Not worth the money, poor quality Biography.",1,Yes,35,Negative
640,Fashion,Handbag,U1538,Terrible,The Handbag stopped working after a week.,1,No,17,Negative
641,Beauty,Lipstick,U7263,Okay,Exceeded my expectations! Great Lipstick.,5,No,48,Positive
642,Beauty,Shampoo,U4836,Great!,Decent Shampoo for the price point.,1,No,47,Negative
643,Fashion,Handbag,U5401,Loved it,I use this Handbag every day and it’s fantastic.,5,No,20,Positive
644,Fashion,Sneakers,U6050,Not good,Decent Sneakers for the price point.,4,Yes,1,Positive
645,Home & Kitchen,Air Fryer,U7511,Terrible,"The Air Fryer is amazing, I love it!",2,Yes,11,Negative
646,Home & Kitchen,Vacuum Cleaner,U6889,Great!,"Not worth the money, poor quality Vacuum Cleaner.",1,No,19,Negative
647,Beauty,Shampoo,U6965,Okay,Decent Shampoo for the price point.,5,Yes,45,Positive
648,Home & Kitchen,Air Fryer,U2548,Loved it,Exceeded my expectations! Great Air Fryer.,5,Yes,7,Positive
649,Home & Kitchen,Coffee Maker,U3684,Great!,"Not worth the money, poor quality Coffee Maker.",2,Yes,48,Negative
650,Beauty,Shampoo,U2067,Not good,Exceeded my expectations! Great Shampoo.,3,Yes,27,Neutral
651,Fashion,Sneakers,U3216,Terrible,"The Sneakers works okay, but could be better.",4,No,6,Positive
652,Books,Children's Story,U2695,Not good,Decent Children's Story for the price point.,1,No,36,Negative
653,Fashion,Jacket,U6588,Okay,"Not worth the money, poor quality Jacket.",2,Yes,43,Negative
654,Beauty,Hair Dryer,U7415,Great!,The Hair Dryer stopped working after a week.,2,Yes,23,Negative
655,Home & Kitchen,Air Fryer,U7028,Terrible,"Not worth the money, poor quality Air Fryer.",1,No,38,Negative
656,Fashion,Handbag,U5177,Terrible,Decent Handbag for the price point.,5,Yes,14,Positive
657,Fashion,Jeans,U6203,Okay,Decent Jeans for the price point.,3,Yes,46,Neutral
658,Electronics,Bluetooth Speaker,U3340,Loved it,"Not worth the money, poor quality Bluetooth Speaker.",3,Yes,49,Neutral
659,Beauty,Hair Dryer,U8243,Loved it,Exceeded my expectations! Great Hair Dryer.,1,Yes,14,Negative
660,Beauty,Perfume,U5177,Terrible,The Perfume stopped working after a week.,5,No,13,Positive
661,Home & Kitchen,Blender,U9527,Great!,"The Blender is amazing, I love it!",2,No,32,Negative
662,Electronics,Wireless Headphones,U3177,Okay,"The Wireless Headphones works okay, but could be better.",1,No,20,Negative
663,Books,Cookbook,U2351,Not good,Really disappointed with the Cookbook.,1,No,15,Negative
664,Beauty,Perfume,U9098,Not good,Really disappointed with the Perfume.,2,Yes,31,Negative
665,Beauty,Shampoo,U1783,Loved it,Really disappointed with the Shampoo.,3,Yes,3,Neutral
666,Beauty,Hair Dryer,U3007,Okay,Really disappointed with the Hair Dryer.,5,Yes,24,Positive
667,Fashion,Jeans,U1058,Terrible,"Not worth the money, poor quality Jeans.",1,Yes,49,Negative
668,Fashion,Jeans,U4676,Loved it,"The Jeans is amazing, I love it!",3,Yes,30,Neutral
669,Home & Kitchen,Blender,U1131,Not good,"Not worth the money, poor quality Blender.",1,Yes,21,Negative
670,Electronics,Smartphone,U3798,Not good,Decent Smartphone for the price point.,5,No,32,Positive
671,Fashion,Sneakers,U6226,Great!,I use this Sneakers every day and it’s fantastic.,1,Yes,13,Negative
672,Fashion,T-shirt,U9979,Okay,"The T-shirt works okay, but could be better.",3,Yes,26,Neutral
673,Electronics,Laptop,U4634,Great!,"The Laptop is amazing, I love it!",1,Yes,46,Negative
674,Fashion,Jacket,U8103,Okay,"The Jacket is amazing, I love it!",2,No,34,Negative
675,Electronics,Wireless Headphones,U4797,Okay,"Not worth the money, poor quality Wireless Headphones.",2,No,3,Negative
676,Home & Kitchen,Blender,U2835,Terrible,"The Blender works okay, but could be better.",3,Yes,15,Neutral
677,Beauty,Perfume,U8189,Terrible,Exceeded my expectations! Great Perfume.,5,Yes,43,Positive
678,Home & Kitchen,Air Fryer,U1317,Loved it,Exceeded my expectations! Great Air Fryer.,2,No,32,Negative
679,Electronics,Laptop,U1502,Loved it,"The Laptop is amazing, I love it!",1,Yes,17,Negative
680,Home & Kitchen,Blender,U7030,Loved it,Exceeded my expectations! Great Blender.,2,Yes,47,Negative
681,Fashion,Jeans,U5542,Loved it,Decent Jeans for the price point.,5,Yes,39,Positive
682,Fashion,Handbag,U3018,Great!,Exceeded my expectations! Great Handbag.,1,No,27,Negative
683,Electronics,Bluetooth Speaker,U9014,Great!,"Not worth the money, poor quality Bluetooth Speaker.",5,Yes,15,Positive
684,Fashion,Handbag,U2037,Loved it,Exceeded my expectations! Great Handbag.,1,No,18,Negative
685,Beauty,Face Cream,U1208,Not good,"The Face Cream works okay, but could be better.",1,Yes,50,Negative
686,Home & Kitchen,Microwave Oven,U8714,Loved it,Decent Microwave Oven for the price point.,4,No,16,Positive
687,Beauty,Perfume,U8028,Great!,Really disappointed with the Perfume.,4,No,35,Positive
688,Home & Kitchen,Vacuum Cleaner,U2841,Loved it,"The Vacuum Cleaner works okay, but could be better.",2,No,42,Negative
689,Home & Kitchen,Coffee Maker,U8558,Not good,I use this Coffee Maker every day and it’s fantastic.,2,No,32,Negative
690,Beauty,Lipstick,U4324,Great!,Exceeded my expectations! Great Lipstick.,3,No,0,Neutral
691,Fashion,Jacket,U1693,Great!,"The Jacket works okay, but could be better.",2,Yes,22,Negative
692,Beauty,Face Cream,U6666,Loved it,I use this Face Cream every day and it’s fantastic.,1,Yes,0,Negative
693,Electronics,Wireless Headphones,U8166,Okay,Decent Wireless Headphones for the price point.,5,Yes,14,Positive
694,Fashion,Jacket,U1805,Terrible,Really disappointed with the Jacket.,1,No,33,Negative
695,Fashion,Jeans,U7504,Okay,Decent Jeans for the price point.,5,No,16,Positive
696,Books,Cookbook,U6034,Great!,Exceeded my expectations! Great Cookbook.,2,Yes,25,Negative
697,Electronics,Smartphone,U5865,Not good,The Smartphone stopped working after a week.,5,Yes,25,Positive
698,Beauty,Perfume,U2358,Okay,I use this Perfume every day and it’s fantastic.,2,No,3,Negative
699,Books,Self-help Book,U9349,Terrible,Exceeded my expectations! Great Self-help Book.,2,Yes,9,Negative
700,Home & Kitchen,Blender,U1078,Okay,The Blender stopped working after a week.,4,Yes,16,Positive
701,Beauty,Face Cream,U5205,Not good,I use this Face Cream every day and it’s fantastic.,2,Yes,28,Negative
702,Home & Kitchen,Air Fryer,U9101,Terrible,I use this Air Fryer every day and it’s fantastic.,2,No,21,Negative
703,Electronics,Smartwatch,U2965,Great!,"The Smartwatch is amazing, I love it!",2,No,17,Negative
704,Books,Biography,U6559,Terrible,"The Biography is amazing, I love it!",4,No,14,Positive
705,Electronics,Bluetooth Speaker,U7057,Not good,Really disappointed with the Bluetooth Speaker.,1,Yes,23,Negative
706,Books,Biography,U9624,Okay,"The Biography is amazing, I love it!",2,No,26,Negative
707,Fashion,Handbag,U3412,Great!,"Not worth the money, poor quality Handbag.",2,No,23,Negative
708,Electronics,Laptop,U2443,Great!,Really disappointed with the Laptop.,3,No,14,Neutral
709,Electronics,Laptop,U8648,Great!,The Laptop stopped working after a week.,4,No,39,Positive
710,Home & Kitchen,Coffee Maker,U8899,Loved it,"Not worth the money, poor quality Coffee Maker.",2,No,33,Negative
711,Home & Kitchen,Blender,U1735,Great!,Exceeded my expectations! Great Blender.,2,Yes,43,Negative
712,Electronics,Smartphone,U7573,Not good,"The Smartphone is amazing, I love it!",1,Yes,42,Negative
713,Fashion,Jeans,U9063,Not good,"The Jeans works okay, but could be better.",5,No,48,Positive
714,Home & Kitchen,Coffee Maker,U2740,Not good,Exceeded my expectations! Great Coffee Maker.,1,No,31,Negative
715,Books,Fiction Novel,U4232,Not good,The Fiction Novel stopped working after a week.,2,No,0,Negative
716,Fashion,T-shirt,U6467,Not good,"Not worth the money, poor quality T-shirt.",1,No,50,Negative
717,Home & Kitchen,Microwave Oven,U2645,Great!,I use this Microwave Oven every day and it’s fantastic.,1,Yes,35,Negative
718,Electronics,Wireless Headphones,U2083,Loved it,The Wireless Headphones stopped working after a week.,1,Yes,50,Negative
719,Fashion,Sneakers,U2237,Loved it,"The Sneakers is amazing, I love it!",4,Yes,21,Positive
720,Home & Kitchen,Blender,U2056,Loved it,I use this Blender every day and it’s fantastic.,4,Yes,34,Positive
721,Beauty,Face Cream,U7132,Loved it,The Face Cream stopped working after a week.,2,No,17,Negative
722,Books,Fiction Novel,U6906,Great!,Really disappointed with the Fiction Novel.,1,No,14,Negative
723,Home & Kitchen,Microwave Oven,U8273,Terrible,"The Microwave Oven is amazing, I love it!",3,No,10,Neutral
724,Electronics,Laptop,U8484,Okay,"The Laptop works okay, but could be better.",3,No,21,Neutral
725,Beauty,Lipstick,U4350,Okay,I use this Lipstick every day and it’s fantastic.,1,Yes,30,Negative
726,Beauty,Lipstick,U1534,Not good,Really disappointed with the Lipstick.,3,No,20,Neutral
727,Books,Self-help Book,U1533,Terrible,"The Self-help Book works okay, but could be better.",2,Yes,34,Negative
728,Electronics,Wireless Headphones,U6603,Terrible,Really disappointed with the Wireless Headphones.,5,No,28,Positive
729,Home & Kitchen,Blender,U3235,Great!,"The Blender is amazing, I love it!",3,No,15,Neutral
730,Electronics,Smartwatch,U7252,Great!,The Smartwatch stopped working after a week.,4,No,5,Positive
731,Electronics,Smartwatch,U8319,Okay,"The Smartwatch is amazing, I love it!",1,Yes,46,Negative
732,Beauty,Lipstick,U3136,Great!,"The Lipstick is amazing, I love it!",1,No,17,Negative
733,Books,Biography,U5705,Great!,The Biography stopped working after a week.,2,Yes,32,Negative
734,Home & Kitchen,Blender,U1120,Great!,Decent Blender for the price point.,1,Yes,15,Negative
735,Electronics,Bluetooth Speaker,U7799,Terrible,"The Bluetooth Speaker works okay, but could be better.",4,No,49,Positive
736,Books,Self-help Book,U1325,Great!,Really disappointed with the Self-help Book.,2,No,17,Negative
737,Books,Fiction Novel,U1273,Loved it,I use this Fiction Novel every day and it’s fantastic.,5,No,43,Positive
738,Beauty,Face Cream,U8019,Great!,The Face Cream stopped working after a week.,1,Yes,35,Negative
739,Books,Children's Story,U8227,Great!,"Not worth the money, poor quality Children's Story.",1,Yes,1,Negative
740,Books,Fiction Novel,U6431,Not good,Really disappointed with the Fiction Novel.,1,Yes,34,Negative
741,Electronics,Laptop,U7430,Terrible,I use this Laptop every day and it’s fantastic.,2,No,34,Negative
742,Home & Kitchen,Blender,U7611,Okay,"The Blender works okay, but could be better.",3,No,32,Neutral
743,Fashion,Jeans,U4649,Loved it,"Not worth the money, poor quality Jeans.",5,Yes,30,Positive
744,Fashion,Sneakers,U6945,Great!,Exceeded my expectations! Great Sneakers.,5,No,29,Positive
745,Home & Kitchen,Microwave Oven,U2621,Loved it,"The Microwave Oven works okay, but could be better.",3,Yes,12,Neutral
746,Electronics,Smartphone,U3895,Loved it,"Not worth the money, poor quality Smartphone.",2,No,47,Negative
747,Home & Kitchen,Microwave Oven,U8683,Okay,Exceeded my expectations! Great Microwave Oven.,4,No,44,Positive
748,Electronics,Smartphone,U1431,Okay,Decent Smartphone for the price point.,3,Yes,21,Neutral
749,Home & Kitchen,Vacuum Cleaner,U6249,Terrible,Decent Vacuum Cleaner for the price point.,5,No,42,Positive
750,Beauty,Face Cream,U6997,Okay,"Not worth the money, poor quality Face Cream.",3,No,49,Neutral
751,Books,Biography,U5811,Terrible,"The Biography works okay, but could be better.",1,Yes,17,Negative
752,Fashion,Jacket,U9190,Great!,"Not worth the money, poor quality Jacket.",1,Yes,3,Negative
753,Books,Fiction Novel,U7428,Okay,Exceeded my expectations! Great Fiction Novel.,2,No,17,Negative
754,Electronics,Smartwatch,U9371,Loved it,"Not worth the money, poor quality Smartwatch.",2,Yes,18,Negative
755,Electronics,Wireless Headphones,U1987,Okay,Really disappointed with the Wireless Headphones.,1,No,0,Negative
756,Fashion,Jacket,U6349,Great!,Exceeded my expectations! Great Jacket.,2,No,38,Negative
757,Books,Cookbook,U4230,Terrible,The Cookbook stopped working after a week.,3,No,43,Neutral
758,Beauty,Shampoo,U3207,Terrible,The Shampoo stopped working after a week.,4,Yes,41,Positive
759,Fashion,Sneakers,U9399,Okay,I use this Sneakers every day and it’s fantastic.,4,No,21,Positive
760,Fashion,Jacket,U6212,Loved it,"The Jacket is amazing, I love it!",3,No,29,Neutral
761,Home & Kitchen,Microwave Oven,U7289,Terrible,"The Microwave Oven works okay, but could be better.",3,Yes,21,Neutral
762,Fashion,T-shirt,U3733,Great!,I use this T-shirt every day and it’s fantastic.,3,Yes,33,Neutral
763,Books,Cookbook,U9888,Not good,"The Cookbook works okay, but could be better.",2,Yes,9,Negative
764,Electronics,Smartwatch,U1582,Loved it,"The Smartwatch is amazing, I love it!",2,Yes,8,Negative
765,Home & Kitchen,Blender,U9563,Terrible,"The Blender is amazing, I love it!",2,No,27,Negative
766,Books,Biography,U2875,Great!,Exceeded my expectations! Great Biography.,1,No,39,Negative
767,Beauty,Perfume,U1281,Not good,"The Perfume works okay, but could be better.",3,Yes,43,Neutral
768,Electronics,Laptop,U1300,Loved it,"The Laptop is amazing, I love it!",1,Yes,19,Negative
769,Fashion,Handbag,U4906,Not good,I use this Handbag every day and it’s fantastic.,2,No,50,Negative
770,Home & Kitchen,Coffee Maker,U4407,Great!,"Not worth the money, poor quality Coffee Maker.",3,Yes,19,Neutral
771,Beauty,Shampoo,U6895,Not good,Exceeded my expectations! Great Shampoo.,5,No,19,Positive
772,Electronics,Wireless Headphones,U2042,Loved it,Decent Wireless Headphones for the price point.,3,Yes,50,Neutral
773,Electronics,Smartwatch,U9638,Loved it,Really disappointed with the Smartwatch.,5,Yes,9,Positive
774,Home & Kitchen,Air Fryer,U8878,Loved it,Decent Air Fryer for the price point.,5,No,32,Positive
775,Beauty,Lipstick,U2827,Okay,Exceeded my expectations! Great Lipstick.,1,No,35,Negative
776,Electronics,Bluetooth Speaker,U1370,Not good,"The Bluetooth Speaker works okay, but could be better.",2,No,2,Negative
777,Beauty,Shampoo,U7013,Loved it,I use this Shampoo every day and it’s fantastic.,5,No,30,Positive
778,Home & Kitchen,Blender,U7562,Loved it,I use this Blender every day and it’s fantastic.,2,Yes,14,Negative
779,Beauty,Face Cream,U8912,Terrible,The Face Cream stopped working after a week.,1,Yes,6,Negative
780,Home & Kitchen,Coffee Maker,U3328,Great!,The Coffee Maker stopped working after a week.,5,No,43,Positive
781,Electronics,Laptop,U9044,Great!,I use this Laptop every day and it’s fantastic.,2,No,26,Negative
782,Electronics,Wireless Headphones,U6961,Loved it,Really disappointed with the Wireless Headphones.,1,No,26,Negative
783,Electronics,Laptop,U2367,Terrible,"Not worth the money, poor quality Laptop.",5,No,17,Positive
784,Electronics,Bluetooth Speaker,U8029,Great!,"Not worth the money, poor quality Bluetooth Speaker.",3,Yes,13,Neutral
785,Fashion,T-shirt,U4895,Okay,Exceeded my expectations! Great T-shirt.,2,Yes,14,Negative
786,Books,Children's Story,U1040,Okay,Really disappointed with the Children's Story.,2,No,45,Negative
787,Home & Kitchen,Coffee Maker,U7488,Great!,"The Coffee Maker is amazing, I love it!",4,No,8,Positive
788,Electronics,Laptop,U8062,Okay,"Not worth the money, poor quality Laptop.",3,Yes,23,Neutral
789,Fashion,Jacket,U6387,Terrible,The Jacket stopped working after a week.,3,No,0,Neutral
790,Fashion,Sneakers,U2041,Terrible,Decent Sneakers for the price point.,5,Yes,14,Positive
791,Beauty,Face Cream,U1413,Loved it,The Face Cream stopped working after a week.,5,Yes,3,Positive
792,Electronics,Smartwatch,U6369,Terrible,Really disappointed with the Smartwatch.,4,No,4,Positive
793,Electronics,Smartphone,U9966,Great!,Exceeded my expectations! Great Smartphone.,5,Yes,47,Positive
794,Fashion,Jeans,U6610,Not good,Decent Jeans for the price point.,4,Yes,46,Positive
795,Books,Fiction Novel,U8818,Great!,"Not worth the money, poor quality Fiction Novel.",4,Yes,5,Positive
796,Beauty,Shampoo,U3429,Terrible,The Shampoo stopped working after a week.,3,No,42,Neutral
797,Electronics,Smartphone,U2755,Not good,The Smartphone stopped working after a week.,4,Yes,3,Positive
798,Electronics,Bluetooth Speaker,U8769,Not good,I use this Bluetooth Speaker every day and it’s fantastic.,2,No,14,Negative
799,Fashion,T-shirt,U6188,Loved it,Exceeded my expectations! Great T-shirt.,4,Yes,7,Positive
800,Fashion,Handbag,U5222,Loved it,"The Handbag is amazing, I love it!",4,Yes,21,Positive
801,Fashion,Jacket,U2373,Terrible,Decent Jacket for the price point.,2,No,24,Negative
802,Electronics,Bluetooth Speaker,U2364,Okay,I use this Bluetooth Speaker every day and it’s fantastic.,3,Yes,15,Neutral
803,Electronics,Laptop,U6803,Not good,"The Laptop works okay, but could be better.",4,No,18,Positive
804,Fashion,Jacket,U9137,Loved it,Exceeded my expectations! Great Jacket.,5,Yes,13,Positive
805,Electronics,Laptop,U3550,Terrible,"The Laptop works okay, but could be better.",1,Yes,18,Negative
806,Fashion,T-shirt,U2902,Not good,Exceeded my expectations! Great T-shirt.,5,Yes,18,Positive
807,Electronics,Smartwatch,U1295,Okay,"The Smartwatch is amazing, I love it!",1,Yes,13,Negative
808,Electronics,Wireless Headphones,U6346,Not good,"The Wireless Headphones works okay, but could be better.",2,Yes,29,Negative
809,Fashion,Sneakers,U4651,Great!,The Sneakers stopped working after a week.,4,Yes,5,Positive
810,Electronics,Smartphone,U4763,Loved it,Exceeded my expectations! Great Smartphone.,5,Yes,49,Positive
811,Books,Cookbook,U2703,Terrible,"The Cookbook works okay, but could be better.",2,No,47,Negative
812,Beauty,Shampoo,U8027,Great!,"The Shampoo is amazing, I love it!",2,Yes,42,Negative
813,Home & Kitchen,Microwave Oven,U1042,Okay,"The Microwave Oven is amazing, I love it!",4,Yes,23,Positive
814,Fashion,Jeans,U6090,Okay,"Not worth the money, poor quality Jeans.",4,Yes,17,Positive
815,Electronics,Wireless Headphones,U2954,Great!,The Wireless Headphones stopped working after a week.,5,No,23,Positive
816,Home & Kitchen,Blender,U3558,Loved it,"Not worth the money, poor quality Blender.",2,No,6,Negative
817,Beauty,Face Cream,U8652,Loved it,I use this Face Cream every day and it’s fantastic.,5,No,43,Positive
